Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,age_group,screen_time_hours,sleep_affected
14,Female,5.72,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,13-17 (Teen),5.72,1
12,Female,3.38,Tablet,True,0.33,Anxiety,Urban,8-12 (Pre-teen),3.38,0
16,Male,5.43,Smartphone,True,0.45,Poor Sleep,Rural,13-17 (Teen),5.43,1
11,Female,3.4,Smartphone,True,0.33,Poor Sleep,Urban,8-12 (Pre-teen),3.4,1
18,Male,2.65,TV,False,0.42,,Rural,18-29 (Young Adult),2.65,0
10,Female,1.77,Tablet,False,0.47,,Urban,8-12 (Pre-teen),1.77,0
11,Female,5.21,Smartphone,True,0.45,Anxiety,Urban,8-12 (Pre-teen),5.21,0
12,Female,5.33,Laptop,True,0.31,Anxiety,Urban,8-12 (Pre-teen),5.33,0
13,Male,5.85,Smartphone,True,0.44,Poor Sleep,Rural,13-17 (Teen),5.85,1
10,Male,2.36,TV,True,0.46,,Rural,8-12 (Pre-teen),2.36,0
9,Male,6.46,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),6.46,1
11,Female,3.88,Smartphone,True,0.36,Anxiety,Urban,8-12 (Pre-teen),3.88,0
12,Female,3.8,Laptop,True,0.38,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),3.8,1
11,Female,2.23,Laptop,False,0.44,,Urban,8-12 (Pre-teen),2.23,0
18,Male,5.48,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,18-29 (Young Adult),5.48,1
15,Female,6.11,Tablet,True,0.49,Eye Strain,Urban,13-17 (Teen),6.11,0
17,Male,4.3,Smartphone,True,0.49,Poor Sleep,Rural,13-17 (Teen),4.3,1
11,Male,4.03,Tablet,True,0.3,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),4.03,1
9,Female,6.3,Smartphone,True,0.56,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),6.3,1
9,Male,3.13,TV,True,0.5,Eye Strain,Urban,8-12 (Pre-teen),3.13,0
8,Male,6.22,Tablet,True,0.51,"Poor Sleep, Eye Strain, Anxiety",Rural,8-12 (Pre-teen),6.22,1
11,Male,3.72,Smartphone,True,0.37,Poor Sleep,Urban,8-12 (Pre-teen),3.72,1
17,Male,3.05,TV,True,0.34,Poor Sleep,Rural,13-17 (Teen),3.05,1
16,Male,5.01,Laptop,True,0.4,Poor Sleep,Urban,13-17 (Teen),5.01,1
18,Male,2.98,Laptop,False,0.36,,Rural,18-29 (Young Adult),2.98,0
14,Male,5.57,Smartphone,True,0.3,Obesity Risk,Urban,13-17 (Teen),5.57,0
17,Female,5.33,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.33,1
14,Male,2.76,Laptop,False,0.45,,Rural,13-17 (Teen),2.76,0
14,Male,6.21,Smartphone,True,0.42,Poor Sleep,Urban,13-17 (Teen),6.21,1
15,Male,5.75,Smartphone,True,0.44,Obesity Risk,Urban,13-17 (Teen),5.75,0
8,Female,5.35,TV,True,0.52,Poor Sleep,Urban,8-12 (Pre-teen),5.35,1
17,Female,3.73,Smartphone,True,0.33,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),3.73,1
17,Male,3.79,TV,True,0.39,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.79,1
15,Female,4.38,Tablet,True,0.5,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),4.38,1
11,Female,3.91,TV,True,0.31,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.91,1
11,Male,3.45,Laptop,True,0.35,Poor Sleep,Urban,8-12 (Pre-teen),3.45,1
11,Female,5.05,TV,True,0.43,"Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),5.05,0
13,Male,4.3,Smartphone,True,0.5,"Poor Sleep, Anxiety",Rural,13-17 (Teen),4.3,1
14,Male,4.81,Smartphone,True,0.39,Eye Strain,Rural,13-17 (Teen),4.81,0
13,Male,4.0,Tablet,True,0.42,,Urban,13-17 (Teen),4.0,0
8,Female,0.0,Smartphone,False,0.56,,Urban,8-12 (Pre-teen),0.0,0
15,Female,6.14,Smartphone,True,0.35,Poor Sleep,Urban,13-17 (Teen),6.14,1
17,Male,4.85,Tablet,True,0.42,,Urban,13-17 (Teen),4.85,0
18,Male,2.79,Smartphone,False,0.4,,Rural,18-29 (Young Adult),2.79,0
14,Male,3.83,Smartphone,True,0.42,Poor Sleep,Rural,13-17 (Teen),3.83,1
13,Female,4.9,Laptop,True,0.48,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.9,1
13,Female,2.72,Smartphone,False,0.42,,Rural,13-17 (Teen),2.72,0
12,Male,5.09,Smartphone,True,0.46,Poor Sleep,Urban,8-12 (Pre-teen),5.09,1
13,Female,4.54,Smartphone,True,0.4,,Urban,13-17 (Teen),4.54,0
16,Male,4.04,Laptop,True,0.38,"Eye Strain, Obesity Risk",Urban,13-17 (Teen),4.04,0
17,Female,6.02,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Rural,13-17 (Teen),6.02,1
16,Female,2.84,Laptop,False,0.32,,Urban,13-17 (Teen),2.84,0
17,Female,6.75,TV,True,0.5,"Poor Sleep, Obesity Risk",Rural,13-17 (Teen),6.75,1
15,Female,3.58,Laptop,True,0.44,,Urban,13-17 (Teen),3.58,0
17,Female,3.38,Laptop,True,0.49,"Poor Sleep, Anxiety",Rural,13-17 (Teen),3.38,1
16,Male,5.51,Laptop,True,0.48,Poor Sleep,Urban,13-17 (Teen),5.51,1
17,Female,3.11,Smartphone,True,0.49,Poor Sleep,Urban,13-17 (Teen),3.11,1
15,Male,4.08,TV,True,0.36,Eye Strain,Urban,13-17 (Teen),4.08,0
15,Female,6.13,TV,True,0.43,,Urban,13-17 (Teen),6.13,0
8,Female,1.32,Tablet,False,0.53,,Urban,8-12 (Pre-teen),1.32,0
17,Male,3.58,TV,True,0.33,,Urban,13-17 (Teen),3.58,0
18,Male,2.28,Smartphone,False,0.39,,Urban,18-29 (Young Adult),2.28,0
12,Male,6.38,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),6.38,1
11,Male,4.0,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),4.0,1
9,Male,4.87,Smartphone,True,0.53,Poor Sleep,Rural,8-12 (Pre-teen),4.87,1
15,Male,3.19,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),3.19,1
10,Female,2.29,Smartphone,True,0.5,,Urban,8-12 (Pre-teen),2.29,0
11,Female,6.32,Laptop,True,0.49,Poor Sleep,Urban,8-12 (Pre-teen),6.32,1
14,Female,3.12,Smartphone,True,0.43,Obesity Risk,Urban,13-17 (Teen),3.12,0
17,Female,4.22,TV,True,0.31,,Rural,13-17 (Teen),4.22,0
16,Female,6.19,Laptop,True,0.39,Poor Sleep,Rural,13-17 (Teen),6.19,1
9,Male,7.64,Smartphone,True,0.45,Poor Sleep,Urban,8-12 (Pre-teen),7.64,1
10,Female,5.33,Smartphone,True,0.53,,Urban,8-12 (Pre-teen),5.33,0
11,Male,2.71,Smartphone,False,0.34,,Urban,8-12 (Pre-teen),2.71,0
17,Male,4.04,Smartphone,True,0.35,,Urban,13-17 (Teen),4.04,0
8,Male,6.81,TV,True,0.41,Poor Sleep,Urban,8-12 (Pre-teen),6.81,1
14,Female,5.7,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural,13-17 (Teen),5.7,1
9,Female,7.32,TV,True,0.55,Poor Sleep,Urban,8-12 (Pre-teen),7.32,1
12,Male,2.7,Laptop,False,0.36,,Rural,8-12 (Pre-teen),2.7,0
8,Female,2.29,Smartphone,True,0.42,,Urban,8-12 (Pre-teen),2.29,0
10,Male,5.64,TV,True,0.52,,Urban,8-12 (Pre-teen),5.64,0
9,Male,4.07,TV,True,0.58,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),4.07,1
8,Female,2.36,Smartphone,True,0.52,,Urban,8-12 (Pre-teen),2.36,0
14,Male,4.17,Smartphone,True,0.32,Poor Sleep,Urban,13-17 (Teen),4.17,1
12,Female,5.64,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),5.64,1
8,Female,2.0,Tablet,False,0.41,,Rural,8-12 (Pre-teen),2.0,0
13,Male,4.97,Smartphone,True,0.44,Anxiety,Urban,13-17 (Teen),4.97,0
12,Female,1.99,Laptop,False,0.38,,Rural,8-12 (Pre-teen),1.99,0
10,Male,8.55,Tablet,True,0.45,Poor Sleep,Urban,8-12 (Pre-teen),8.55,1
14,Female,3.96,Smartphone,True,0.47,,Rural,13-17 (Teen),3.96,0
18,Female,5.19,Smartphone,True,0.48,,Urban,18-29 (Young Adult),5.19,0
17,Female,3.69,Tablet,True,0.46,Obesity Risk,Urban,13-17 (Teen),3.69,0
16,Male,2.92,Smartphone,False,0.4,,Urban,13-17 (Teen),2.92,0
16,Female,5.74,Smartphone,True,0.43,"Eye Strain, Obesity Risk",Rural,13-17 (Teen),5.74,0
16,Male,4.67,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.67,1
9,Female,4.76,Smartphone,True,0.43,Poor Sleep,Urban,8-12 (Pre-teen),4.76,1
10,Female,0.52,Smartphone,False,0.48,,Urban,8-12 (Pre-teen),0.52,0
14,Male,5.72,Smartphone,True,0.39,"Eye Strain, Anxiety",Urban,13-17 (Teen),5.72,0
12,Male,4.11,Laptop,True,0.44,Poor Sleep,Rural,8-12 (Pre-teen),4.11,1
9,Male,0.12,TV,False,0.48,,Urban,8-12 (Pre-teen),0.12,0
10,Female,1.9,Smartphone,False,0.52,,Rural,8-12 (Pre-teen),1.9,0
17,Male,2.68,TV,False,0.34,,Urban,13-17 (Teen),2.68,0
13,Male,3.64,Smartphone,True,0.31,Eye Strain,Urban,13-17 (Teen),3.64,0
14,Female,4.51,Laptop,True,0.47,,Rural,13-17 (Teen),4.51,0
16,Female,4.45,Smartphone,True,0.48,Poor Sleep,Urban,13-17 (Teen),4.45,1
8,Male,8.51,TV,True,0.49,Poor Sleep,Urban,8-12 (Pre-teen),8.51,1
18,Male,5.82,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,18-29 (Young Adult),5.82,1
14,Female,6.66,Smartphone,True,0.5,,Rural,13-17 (Teen),6.66,0
15,Male,4.28,Smartphone,True,0.47,"Poor Sleep, Anxiety",Rural,13-17 (Teen),4.28,1
10,Male,5.7,Tablet,True,0.55,Poor Sleep,Rural,8-12 (Pre-teen),5.7,1
11,Male,3.46,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),3.46,1
17,Male,4.83,Laptop,True,0.38,,Rural,13-17 (Teen),4.83,0
13,Male,4.5,TV,True,0.4,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.5,1
17,Female,1.06,Laptop,False,0.39,,Rural,13-17 (Teen),1.06,0
14,Male,5.39,Smartphone,True,0.36,,Urban,13-17 (Teen),5.39,0
11,Female,5.53,TV,True,0.42,Anxiety,Rural,8-12 (Pre-teen),5.53,0
15,Male,5.0,TV,True,0.47,Eye Strain,Rural,13-17 (Teen),5.0,0
12,Male,3.44,Smartphone,True,0.46,Poor Sleep,Urban,8-12 (Pre-teen),3.44,1
8,Female,0.0,TV,False,0.4,,Urban,8-12 (Pre-teen),0.0,0
11,Male,5.0,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),5.0,1
10,Male,4.02,Tablet,True,0.5,"Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),4.02,0
16,Male,4.26,Tablet,True,0.43,Poor Sleep,Urban,13-17 (Teen),4.26,1
15,Female,4.93,TV,True,0.49,Eye Strain,Urban,13-17 (Teen),4.93,0
8,Male,2.33,TV,True,0.54,,Rural,8-12 (Pre-teen),2.33,0
18,Male,3.39,Smartphone,True,0.36,Poor Sleep,Urban,18-29 (Young Adult),3.39,1
13,Female,5.27,TV,True,0.45,Eye Strain,Urban,13-17 (Teen),5.27,0
16,Female,3.07,Smartphone,True,0.41,,Urban,13-17 (Teen),3.07,0
14,Male,4.56,TV,True,0.46,"Eye Strain, Anxiety",Urban,13-17 (Teen),4.56,0
11,Male,3.9,Smartphone,True,0.48,,Rural,8-12 (Pre-teen),3.9,0
8,Male,1.91,Smartphone,False,0.57,,Urban,8-12 (Pre-teen),1.91,0
9,Female,7.4,Smartphone,True,0.52,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),7.4,1
12,Male,5.18,Laptop,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),5.18,1
18,Male,4.62,Smartphone,True,0.5,Obesity Risk,Urban,18-29 (Young Adult),4.62,0
12,Male,3.37,Laptop,True,0.32,Poor Sleep,Urban,8-12 (Pre-teen),3.37,1
15,Female,5.62,Smartphone,True,0.37,"Poor Sleep, Obesity Risk",Rural,13-17 (Teen),5.62,1
13,Male,4.71,Laptop,True,0.45,Poor Sleep,Rural,13-17 (Teen),4.71,1
15,Female,5.35,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,13-17 (Teen),5.35,1
9,Male,2.19,Tablet,True,0.41,,Urban,8-12 (Pre-teen),2.19,0
10,Female,6.13,TV,True,0.42,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),6.13,1
13,Female,5.16,Smartphone,True,0.47,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,13-17 (Teen),5.16,1
17,Male,6.4,TV,True,0.41,"Poor Sleep, Anxiety",Urban,13-17 (Teen),6.4,1
10,Female,5.66,Smartphone,True,0.49,"Eye Strain, Anxiety",Urban,8-12 (Pre-teen),5.66,0
13,Male,2.58,TV,False,0.32,,Urban,13-17 (Teen),2.58,0
13,Male,4.41,Smartphone,True,0.34,Poor Sleep,Urban,13-17 (Teen),4.41,1
9,Female,1.03,Tablet,False,0.4,,Urban,8-12 (Pre-teen),1.03,0
14,Male,4.37,Smartphone,True,0.44,"Eye Strain, Obesity Risk",Rural,13-17 (Teen),4.37,0
9,Male,6.0,Smartphone,True,0.43,"Eye Strain, Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),6.0,0
13,Male,3.82,Smartphone,True,0.37,Eye Strain,Urban,13-17 (Teen),3.82,0
8,Male,3.55,TV,True,0.42,,Urban,8-12 (Pre-teen),3.55,0
10,Male,0.0,Tablet,False,0.52,,Rural,8-12 (Pre-teen),0.0,0
9,Female,1.7,TV,False,0.46,,Urban,8-12 (Pre-teen),1.7,0
14,Male,3.48,Laptop,True,0.31,Poor Sleep,Urban,13-17 (Teen),3.48,1
11,Female,7.78,Smartphone,True,0.45,,Urban,8-12 (Pre-teen),7.78,0
15,Female,4.11,Smartphone,True,0.32,Poor Sleep,Urban,13-17 (Teen),4.11,1
13,Female,4.92,TV,True,0.49,"Eye Strain, Anxiety",Urban,13-17 (Teen),4.92,0
17,Male,4.73,TV,True,0.37,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.73,1
11,Female,5.63,TV,True,0.43,Anxiety,Urban,8-12 (Pre-teen),5.63,0
12,Female,4.75,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),4.75,1
16,Male,5.16,Laptop,True,0.47,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),5.16,1
14,Male,4.7,TV,True,0.41,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.7,1
17,Female,5.18,TV,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Urban,13-17 (Teen),5.18,1
16,Male,7.11,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural,13-17 (Teen),7.11,1
14,Male,5.46,Laptop,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,13-17 (Teen),5.46,1
8,Female,3.19,TV,True,0.44,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.19,1
15,Female,4.97,Laptop,True,0.41,,Rural,13-17 (Teen),4.97,0
11,Male,6.37,Tablet,True,0.33,,Urban,8-12 (Pre-teen),6.37,0
10,Female,2.67,Smartphone,True,0.59,,Urban,8-12 (Pre-teen),2.67,0
14,Female,4.61,Smartphone,True,0.5,Poor Sleep,Rural,13-17 (Teen),4.61,1
10,Male,3.91,TV,True,0.5,Poor Sleep,Rural,8-12 (Pre-teen),3.91,1
15,Male,2.16,Smartphone,False,0.47,,Urban,13-17 (Teen),2.16,0
13,Female,5.3,TV,True,0.49,"Eye Strain, Anxiety",Urban,13-17 (Teen),5.3,0
12,Male,4.46,Smartphone,True,0.41,Anxiety,Rural,8-12 (Pre-teen),4.46,0
11,Male,4.55,TV,True,0.45,,Urban,8-12 (Pre-teen),4.55,0
15,Male,3.85,Smartphone,True,0.48,"Eye Strain, Anxiety",Rural,13-17 (Teen),3.85,0
15,Male,3.43,Tablet,True,0.38,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),3.43,1
8,Male,5.92,TV,True,0.44,Poor Sleep,Rural,8-12 (Pre-teen),5.92,1
16,Female,1.62,TV,False,0.44,,Rural,13-17 (Teen),1.62,0
12,Female,4.06,TV,True,0.49,Poor Sleep,Urban,8-12 (Pre-teen),4.06,1
11,Female,4.49,Laptop,True,0.34,,Urban,8-12 (Pre-teen),4.49,0
13,Male,4.46,Smartphone,True,0.42,,Urban,13-17 (Teen),4.46,0
13,Male,3.74,Smartphone,True,0.49,,Rural,13-17 (Teen),3.74,0
9,Male,4.35,Smartphone,True,0.54,Poor Sleep,Urban,8-12 (Pre-teen),4.35,1
15,Male,3.71,Smartphone,True,0.42,Poor Sleep,Urban,13-17 (Teen),3.71,1
14,Male,5.48,Laptop,True,0.45,Anxiety,Rural,13-17 (Teen),5.48,0
8,Male,0.0,TV,False,0.56,,Rural,8-12 (Pre-teen),0.0,0
12,Male,4.78,Smartphone,True,0.45,Eye Strain,Urban,8-12 (Pre-teen),4.78,0
13,Female,2.28,Smartphone,False,0.42,,Rural,13-17 (Teen),2.28,0
11,Male,4.8,Smartphone,True,0.47,Poor Sleep,Urban,8-12 (Pre-teen),4.8,1
9,Male,2.59,Tablet,True,0.47,,Rural,8-12 (Pre-teen),2.59,0
11,Male,7.07,Laptop,True,0.35,Poor Sleep,Urban,8-12 (Pre-teen),7.07,1
8,Male,6.63,TV,True,0.52,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),6.63,1
14,Male,5.4,TV,True,0.41,,Rural,13-17 (Teen),5.4,0
9,Female,5.81,TV,True,0.56,,Urban,8-12 (Pre-teen),5.81,0
9,Female,1.47,TV,False,0.47,,Rural,8-12 (Pre-teen),1.47,0
16,Male,4.05,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.05,1
12,Female,3.8,Smartphone,True,0.32,"Eye Strain, Anxiety",Urban,8-12 (Pre-teen),3.8,0
9,Female,3.74,Smartphone,True,0.48,,Rural,8-12 (Pre-teen),3.74,0
18,Male,5.36,TV,True,0.33,Eye Strain,Urban,18-29 (Young Adult),5.36,0
16,Male,5.36,TV,True,0.41,"Anxiety, Obesity Risk",Urban,13-17 (Teen),5.36,0
16,Female,4.89,Laptop,True,0.35,"Poor Sleep, Eye Strain",Rural,13-17 (Teen),4.89,1
8,Female,6.49,Tablet,True,0.41,Poor Sleep,Rural,8-12 (Pre-teen),6.49,1
18,Female,2.87,Tablet,False,0.43,,Urban,18-29 (Young Adult),2.87,0
10,Female,0.0,Smartphone,False,0.48,,Urban,8-12 (Pre-teen),0.0,0
11,Female,3.71,TV,True,0.42,Eye Strain,Urban,8-12 (Pre-teen),3.71,0
14,Male,6.35,Smartphone,True,0.31,,Urban,13-17 (Teen),6.35,0
17,Female,3.07,Smartphone,True,0.33,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.07,1
11,Female,4.0,TV,True,0.48,Poor Sleep,Rural,8-12 (Pre-teen),4.0,1
9,Male,7.12,Smartphone,True,0.54,Poor Sleep,Urban,8-12 (Pre-teen),7.12,1
14,Male,2.87,Smartphone,False,0.4,,Urban,13-17 (Teen),2.87,0
13,Male,6.52,Laptop,True,0.3,,Urban,13-17 (Teen),6.52,0
10,Female,0.0,Tablet,False,0.45,,Rural,8-12 (Pre-teen),0.0,0
13,Female,2.81,TV,False,0.4,,Urban,13-17 (Teen),2.81,0
18,Female,3.46,TV,True,0.33,"Poor Sleep, Eye Strain",Rural,18-29 (Young Adult),3.46,1
13,Male,6.51,Tablet,True,0.42,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),6.51,1
12,Male,5.39,Smartphone,True,0.46,Poor Sleep,Urban,8-12 (Pre-teen),5.39,1
11,Male,5.32,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),5.32,1
17,Male,4.53,Smartphone,True,0.48,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.53,1
8,Male,5.89,TV,True,0.46,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),5.89,1
17,Male,2.41,Laptop,False,0.31,,Urban,13-17 (Teen),2.41,0
13,Female,5.35,Smartphone,True,0.43,Anxiety,Rural,13-17 (Teen),5.35,0
9,Female,0.0,Tablet,False,0.51,,Urban,8-12 (Pre-teen),0.0,0
10,Male,7.77,TV,True,0.58,Poor Sleep,Urban,8-12 (Pre-teen),7.77,1
15,Male,5.08,Smartphone,True,0.43,Poor Sleep,Urban,13-17 (Teen),5.08,1
17,Female,2.92,Smartphone,False,0.37,,Urban,13-17 (Teen),2.92,0
13,Female,3.14,Smartphone,True,0.35,Poor Sleep,Urban,13-17 (Teen),3.14,1
10,Female,4.6,TV,True,0.53,Poor Sleep,Urban,8-12 (Pre-teen),4.6,1
14,Male,3.11,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.11,1
11,Male,3.11,Smartphone,True,0.46,Eye Strain,Rural,8-12 (Pre-teen),3.11,0
16,Female,4.4,TV,True,0.32,Anxiety,Urban,13-17 (Teen),4.4,0
12,Female,4.59,TV,True,0.31,"Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),4.59,0
10,Male,3.47,TV,True,0.55,,Rural,8-12 (Pre-teen),3.47,0
9,Male,3.64,TV,True,0.41,Poor Sleep,Rural,8-12 (Pre-teen),3.64,1
18,Male,3.32,Smartphone,True,0.39,Poor Sleep,Urban,18-29 (Young Adult),3.32,1
9,Female,3.62,TV,True,0.48,Poor Sleep,Urban,8-12 (Pre-teen),3.62,1
10,Female,0.0,Smartphone,False,0.6,,Rural,8-12 (Pre-teen),0.0,0
9,Female,0.0,TV,False,0.5,,Urban,8-12 (Pre-teen),0.0,0
11,Female,4.02,TV,True,0.47,Poor Sleep,Urban,8-12 (Pre-teen),4.02,1
9,Female,0.0,Smartphone,False,0.59,,Urban,8-12 (Pre-teen),0.0,0
17,Male,5.46,Tablet,True,0.32,"Poor Sleep, Eye Strain, Anxiety",Rural,13-17 (Teen),5.46,1
16,Male,4.94,Smartphone,True,0.39,,Rural,13-17 (Teen),4.94,0
9,Male,7.91,Tablet,True,0.49,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),7.91,1
16,Female,4.42,Laptop,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),4.42,1
13,Female,4.49,Tablet,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban,13-17 (Teen),4.49,1
8,Male,7.07,TV,True,0.41,,Urban,8-12 (Pre-teen),7.07,0
11,Female,4.18,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural,8-12 (Pre-teen),4.18,1
8,Male,0.68,Smartphone,False,0.56,,Rural,8-12 (Pre-teen),0.68,0
13,Female,3.2,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.2,1
11,Male,4.76,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),4.76,1
10,Male,7.08,Smartphone,True,0.58,Poor Sleep,Urban,8-12 (Pre-teen),7.08,1
10,Female,0.0,TV,False,0.45,,Rural,8-12 (Pre-teen),0.0,0
16,Female,4.91,Smartphone,True,0.39,Poor Sleep,Rural,13-17 (Teen),4.91,1
13,Female,5.41,Laptop,True,0.39,Poor Sleep,Urban,13-17 (Teen),5.41,1
16,Female,5.54,Smartphone,True,0.44,,Urban,13-17 (Teen),5.54,0
12,Male,4.87,TV,True,0.49,Eye Strain,Urban,8-12 (Pre-teen),4.87,0
9,Male,3.78,TV,True,0.46,,Urban,8-12 (Pre-teen),3.78,0
15,Female,5.84,Smartphone,True,0.37,Poor Sleep,Rural,13-17 (Teen),5.84,1
12,Female,4.84,Laptop,True,0.47,,Urban,8-12 (Pre-teen),4.84,0
9,Male,0.75,TV,False,0.5,,Rural,8-12 (Pre-teen),0.75,0
11,Female,4.45,TV,True,0.45,Poor Sleep,Urban,8-12 (Pre-teen),4.45,1
16,Male,2.39,Smartphone,False,0.34,,Urban,13-17 (Teen),2.39,0
11,Female,4.14,Smartphone,True,0.47,,Urban,8-12 (Pre-teen),4.14,0
11,Female,3.25,Tablet,True,0.47,,Urban,8-12 (Pre-teen),3.25,0
9,Male,3.53,Smartphone,True,0.48,,Rural,8-12 (Pre-teen),3.53,0
13,Female,2.51,Tablet,False,0.43,,Rural,13-17 (Teen),2.51,0
18,Female,4.08,Smartphone,True,0.35,Poor Sleep,Urban,18-29 (Young Adult),4.08,1
9,Female,2.37,Tablet,True,0.56,,Urban,8-12 (Pre-teen),2.37,0
14,Female,3.68,TV,True,0.31,,Urban,13-17 (Teen),3.68,0
10,Female,7.18,TV,True,0.56,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),7.18,1
10,Female,3.15,Tablet,True,0.57,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.15,1
12,Male,5.49,Smartphone,True,0.34,Eye Strain,Rural,8-12 (Pre-teen),5.49,0
10,Female,5.14,Tablet,True,0.51,,Urban,8-12 (Pre-teen),5.14,0
9,Female,0.52,Smartphone,False,0.42,,Rural,8-12 (Pre-teen),0.52,0
17,Male,4.21,Smartphone,True,0.33,Poor Sleep,Urban,13-17 (Teen),4.21,1
16,Male,3.57,Smartphone,True,0.47,,Rural,13-17 (Teen),3.57,0
9,Male,5.29,Smartphone,True,0.52,Eye Strain,Urban,8-12 (Pre-teen),5.29,0
18,Male,4.89,Smartphone,True,0.35,,Urban,18-29 (Young Adult),4.89,0
9,Male,3.21,TV,True,0.48,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),3.21,1
15,Female,5.65,Tablet,True,0.44,"Poor Sleep, Anxiety",Urban,13-17 (Teen),5.65,1
16,Male,5.26,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.26,1
14,Male,5.24,Laptop,True,0.32,,Rural,13-17 (Teen),5.24,0
10,Female,5.01,Smartphone,True,0.5,Anxiety,Urban,8-12 (Pre-teen),5.01,0
16,Male,4.33,Smartphone,True,0.31,Obesity Risk,Urban,13-17 (Teen),4.33,0
10,Female,4.29,Smartphone,True,0.43,Poor Sleep,Urban,8-12 (Pre-teen),4.29,1
12,Male,3.14,TV,True,0.34,,Rural,8-12 (Pre-teen),3.14,0
16,Female,4.8,Laptop,True,0.34,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.8,1
10,Male,6.25,TV,True,0.44,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),6.25,1
